NO MATCH: phishing_mails/0 -> similarity=531.00, yara_score=0.00, total=531.00
NO MATCH: regular_mails/217 -> similarity=224.00, yara_score=0.00, total=224.00
NO MATCH: regular_mails/218 -> similarity=269.00, yara_score=0.00, total=269.00
NO MATCH: regular_mails/219 -> similarity=261.00, yara_score=0.00, total=261.00
NO MATCH: regular_mails/220 -> similarity=498.00, yara_score=0.00, total=498.00
NO MATCH: regular_mails/221 -> similarity=288.00, yara_score=0.00, total=288.00
NO MATCH: regular_mails/222 -> similarity=193.00, yara_score=0.00, total=193.00
NO MATCH: regular_mails/223 -> similarity=220.00, yara_score=0.00, total=220.00
NO MATCH: regular_mails/224 -> similarity=396.00, yara_score=0.00, total=396.00
NO MATCH: regular_mails/225 -> similarity=276.00, yara_score=0.00, total=276.00
NO MATCH: regular_mails/226 -> similarity=217.00, yara_score=0.00, total=217.00
NO MATCH: regular_mails/227 -> similarity=270.00, yara_score=0.00, total=270.00
MATCH: regular_mails/228 -> similarity=1392.00, yara_score=0.00, total=1392.00
MATCH: regular_mails/229 -> similarity=4192.00, yara_score=0.00, total=4192.00
NO MATCH: regular_mails/230 -> similarity=280.00, yara_score=0.00, total=280.00
MATCH: regular_mails/231 -> similarity=1993.00, yara_score=0.00, total=1993.00
MATCH: regular_mails/232 -> similarity=755.00, yara_score=0.00, total=755.00
MATCH: regular_mails/233 -> similarity=1705.00, yara_score=0.00, total=1705.00
MATCH: regular_mails/234 -> similarity=1068.00, yara_score=0.00, total=1068.00
NO MATCH: regular_mails/235 -> similarity=278.00, yara_score=0.00, total=278.00
MATCH: regular_mails/236 -> similarity=4471.00, yara_score=0.00, total=4471.00
NO MATCH: regular_mails/237 -> similarity=368.00, yara_score=0.00, total=368.00
NO MATCH: regular_mails/238 -> similarity=193.00, yara_score=0.00, total=193.00
NO MATCH: regular_mails/239 -> similarity=210.00, yara_score=0.00, total=210.00
NO MATCH: regular_mails/240 -> similarity=249.00, yara_score=0.00, total=249.00
NO MATCH: regular_mails/241 -> similarity=333.00, yara_score=0.00, total=333.00
NO MATCH: regular_mails/242 -> similarity=425.00, yara_score=0.00, total=425.00
NO MATCH: regular_mails/243 -> similarity=216.00, yara_score=0.00, total=216.00
NO MATCH: regular_mails/244 -> similarity=331.00, yara_score=0.00, total=331.00
NO MATCH: regular_mails/245 -> similarity=164.00, yara_score=0.00, total=164.00
MATCH: regular_mails/246 -> similarity=1019.00, yara_score=0.00, total=1019.00
NO MATCH: regular_mails/247 -> similarity=206.00, yara_score=0.00, total=206.00
NO MATCH: regular_mails/248 -> similarity=195.00, yara_score=0.00, total=195.00
NO MATCH: regular_mails/249 -> similarity=315.00, yara_score=0.00, total=315.00
NO MATCH: regular_mails/250 -> similarity=374.00, yara_score=0.00, total=374.00
NO MATCH: regular_mails/251 -> similarity=171.00, yara_score=0.00, total=171.00
MATCH: regular_mails/252 -> similarity=1902.00, yara_score=0.00, total=1902.00
NO MATCH: regular_mails/253 -> similarity=373.00, yara_score=0.00, total=373.00
MATCH: regular_mails/254 -> similarity=1353.00, yara_score=0.00, total=1353.00
NO MATCH: regular_mails/255 -> similarity=275.00, yara_score=0.00, total=275.00
NO MATCH: regular_mails/256 -> similarity=214.00, yara_score=0.00, total=214.00
NO MATCH: regular_mails/257 -> similarity=224.00, yara_score=0.00, total=224.00
NO MATCH: regular_mails/258 -> similarity=476.00, yara_score=0.00, total=476.00
MATCH: regular_mails/259 -> similarity=2118.00, yara_score=0.00, total=2118.00
NO MATCH: regular_mails/260 -> similarity=483.00, yara_score=0.00, total=483.00
MATCH: regular_mails/261 -> similarity=1728.00, yara_score=0.00, total=1728.00
NO MATCH: regular_mails/262 -> similarity=446.00, yara_score=0.00, total=446.00
MATCH: regular_mails/263 -> similarity=1682.00, yara_score=0.00, total=1682.00
NO MATCH: regular_mails/264 -> similarity=209.00, yara_score=0.00, total=209.00
NO MATCH: regular_mails/265 -> similarity=241.00, yara_score=0.00, total=241.00
NO MATCH: regular_mails/266 -> similarity=196.00, yara_score=0.00, total=196.00
NO MATCH: regular_mails/267 -> similarity=318.00, yara_score=0.00, total=318.00
NO MATCH: regular_mails/268 -> similarity=362.00, yara_score=0.00, total=362.00
NO MATCH: regular_mails/269 -> similarity=391.00, yara_score=0.00, total=391.00
NO MATCH: regular_mails/270 -> similarity=233.00, yara_score=0.00, total=233.00
NO MATCH: regular_mails/271 -> similarity=258.00, yara_score=0.00, total=258.00
NO MATCH: regular_mails/272 -> similarity=442.00, yara_score=0.00, total=442.00
MATCH: regular_mails/273 -> similarity=665.00, yara_score=0.00, total=665.00
NO MATCH: regular_mails/274 -> similarity=224.00, yara_score=0.00, total=224.00
NO MATCH: regular_mails/275 -> similarity=184.00, yara_score=0.00, total=184.00
NO MATCH: regular_mails/276 -> similarity=227.00, yara_score=0.00, total=227.00
NO MATCH: regular_mails/277 -> similarity=306.00, yara_score=0.00, total=306.00
NO MATCH: regular_mails/278 -> similarity=205.00, yara_score=0.00, total=205.00
NO MATCH: regular_mails/279 -> similarity=200.00, yara_score=0.00, total=200.00
NO MATCH: regular_mails/280 -> similarity=380.00, yara_score=0.00, total=380.00
NO MATCH: regular_mails/281 -> similarity=566.00, yara_score=0.00, total=566.00
NO MATCH: regular_mails/282 -> similarity=269.00, yara_score=0.00, total=269.00
NO MATCH: regular_mails/283 -> similarity=331.00, yara_score=0.00, total=331.00
NO MATCH: regular_mails/284 -> similarity=308.00, yara_score=0.00, total=308.00
MATCH: regular_mails/285 -> similarity=1206.00, yara_score=0.00, total=1206.00
NO MATCH: regular_mails/286 -> similarity=251.00, yara_score=0.00, total=251.00
NO MATCH: regular_mails/287 -> similarity=362.00, yara_score=0.00, total=362.00
NO MATCH: regular_mails/288 -> similarity=363.00, yara_score=0.00, total=363.00
MATCH: regular_mails/289 -> similarity=646.00, yara_score=0.00, total=646.00
NO MATCH: regular_mails/290 -> similarity=111.00, yara_score=0.00, total=111.00
NO MATCH: regular_mails/291 -> similarity=543.00, yara_score=0.00, total=543.00
MATCH: regular_mails/292 -> similarity=1881.00, yara_score=0.00, total=1881.00
NO MATCH: regular_mails/293 -> similarity=345.00, yara_score=0.00, total=345.00
NO MATCH: regular_mails/294 -> similarity=261.00, yara_score=0.00, total=261.00
NO MATCH: regular_mails/295 -> similarity=325.00, yara_score=0.00, total=325.00
MATCH: regular_mails/296 -> similarity=690.00, yara_score=0.00, total=690.00
MATCH: regular_mails/297 -> similarity=1356.00, yara_score=0.00, total=1356.00
NO MATCH: regular_mails/298 -> similarity=365.00, yara_score=0.00, total=365.00
MATCH: regular_mails/299 -> similarity=1969.00, yara_score=0.00, total=1969.00
NO MATCH: regular_mails/300 -> similarity=186.00, yara_score=0.00, total=186.00
NO MATCH: regular_mails/301 -> similarity=212.00, yara_score=0.00, total=212.00
NO MATCH: regular_mails/302 -> similarity=546.00, yara_score=0.00, total=546.00
NO MATCH: regular_mails/303 -> similarity=318.00, yara_score=0.00, total=318.00
NO MATCH: regular_mails/304 -> similarity=202.00, yara_score=0.00, total=202.00
NO MATCH: regular_mails/305 -> similarity=279.00, yara_score=0.00, total=279.00
NO MATCH: regular_mails/306 -> similarity=341.00, yara_score=0.00, total=341.00
MATCH: regular_mails/307 -> similarity=1435.00, yara_score=0.00, total=1435.00
NO MATCH: regular_mails/308 -> similarity=165.00, yara_score=0.00, total=165.00
NO MATCH: regular_mails/309 -> similarity=267.00, yara_score=0.00, total=267.00
NO MATCH: regular_mails/310 -> similarity=403.00, yara_score=0.00, total=403.00
MATCH: regular_mails/311 -> similarity=2302.00, yara_score=0.00, total=2302.00
MATCH: regular_mails/312 -> similarity=72032.01, yara_score=0.00, total=72032.01
NO MATCH: regular_mails/313 -> similarity=201.00, yara_score=0.00, total=201.00
NO MATCH: regular_mails/314 -> similarity=199.00, yara_score=0.00, total=199.00
MATCH: regular_mails/315 -> similarity=897.00, yara_score=0.00, total=897.00
NO MATCH: regular_mails/316 -> similarity=195.00, yara_score=0.00, total=195.00
NO MATCH: regular_mails/317 -> similarity=454.00, yara_score=0.00, total=454.00
NO MATCH: regular_mails/318 -> similarity=230.00, yara_score=0.00, total=230.00
NO MATCH: regular_mails/319 -> similarity=424.00, yara_score=0.00, total=424.00
NO MATCH: regular_mails/320 -> similarity=91.00, yara_score=0.00, total=91.00
NO MATCH: regular_mails/321 -> similarity=316.00, yara_score=0.00, total=316.00
NO MATCH: regular_mails/322 -> similarity=237.00, yara_score=0.00, total=237.00
NO MATCH: regular_mails/323 -> similarity=310.00, yara_score=0.00, total=310.00
MATCH: regular_mails/324 -> similarity=716.00, yara_score=0.00, total=716.00
MATCH: regular_mails/325 -> similarity=1938.00, yara_score=0.00, total=1938.00
NO MATCH: regular_mails/326 -> similarity=280.00, yara_score=0.00, total=280.00
NO MATCH: regular_mails/327 -> similarity=469.00, yara_score=0.00, total=469.00
NO MATCH: regular_mails/328 -> similarity=191.00, yara_score=0.00, total=191.00
NO MATCH: regular_mails/329 -> similarity=357.00, yara_score=0.00, total=357.00
NO MATCH: regular_mails/330 -> similarity=256.00, yara_score=0.00, total=256.00
NO MATCH: regular_mails/331 -> similarity=325.00, yara_score=0.00, total=325.00
NO MATCH: regular_mails/332 -> similarity=604.00, yara_score=0.00, total=604.00
MATCH: regular_mails/333 -> similarity=1415.00, yara_score=0.00, total=1415.00
NO MATCH: regular_mails/334 -> similarity=205.00, yara_score=0.00, total=205.00
NO MATCH: regular_mails/335 -> similarity=350.00, yara_score=0.00, total=350.00
NO MATCH: regular_mails/336 -> similarity=318.00, yara_score=0.00, total=318.00
MATCH: regular_mails/337 -> similarity=1856.00, yara_score=0.00, total=1856.00
NO MATCH: regular_mails/338 -> similarity=241.00, yara_score=0.00, total=241.00
NO MATCH: regular_mails/339 -> similarity=177.00, yara_score=0.00, total=177.00
MATCH: regular_mails/340 -> similarity=1577.00, yara_score=0.00, total=1577.00
NO MATCH: regular_mails/341 -> similarity=247.00, yara_score=0.00, total=247.00
NO MATCH: regular_mails/342 -> similarity=240.00, yara_score=0.00, total=240.00
NO MATCH: regular_mails/343 -> similarity=377.00, yara_score=0.00, total=377.00
NO MATCH: regular_mails/344 -> similarity=403.00, yara_score=0.00, total=403.00
NO MATCH: regular_mails/345 -> similarity=171.00, yara_score=0.00, total=171.00
MATCH: regular_mails/346 -> similarity=2005.00, yara_score=0.00, total=2005.00
NO MATCH: regular_mails/347 -> similarity=210.00, yara_score=0.00, total=210.00
MATCH: regular_mails/348 -> similarity=1928.00, yara_score=0.00, total=1928.00
NO MATCH: regular_mails/349 -> similarity=368.00, yara_score=0.00, total=368.00
NO MATCH: regular_mails/350 -> similarity=358.00, yara_score=0.00, total=358.00
NO MATCH: regular_mails/351 -> similarity=239.00, yara_score=0.00, total=239.00
MATCH: regular_mails/352 -> similarity=708.00, yara_score=0.00, total=708.00
NO MATCH: regular_mails/353 -> similarity=281.00, yara_score=0.00, total=281.00
NO MATCH: regular_mails/354 -> similarity=198.00, yara_score=0.00, total=198.00
NO MATCH: regular_mails/355 -> similarity=348.00, yara_score=0.00, total=348.00
NO MATCH: regular_mails/356 -> similarity=262.00, yara_score=0.00, total=262.00
MATCH: regular_mails/357 -> similarity=1319.00, yara_score=0.00, total=1319.00
NO MATCH: regular_mails/358 -> similarity=456.00, yara_score=0.00, total=456.00
NO MATCH: regular_mails/359 -> similarity=170.00, yara_score=0.00, total=170.00
NO MATCH: regular_mails/360 -> similarity=190.00, yara_score=0.00, total=190.00
NO MATCH: regular_mails/361 -> similarity=309.00, yara_score=0.00, total=309.00
NO MATCH: regular_mails/362 -> similarity=262.00, yara_score=0.00, total=262.00
NO MATCH: regular_mails/363 -> similarity=249.00, yara_score=0.00, total=249.00
NO MATCH: regular_mails/364 -> similarity=478.00, yara_score=0.00, total=478.00
NO MATCH: regular_mails/365 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/366 -> similarity=214.00, yara_score=0.00, total=214.00
NO MATCH: regular_mails/367 -> similarity=306.00, yara_score=0.00, total=306.00
MATCH: regular_mails/368 -> similarity=1910.00, yara_score=0.00, total=1910.00
NO MATCH: regular_mails/369 -> similarity=309.00, yara_score=0.00, total=309.00
NO MATCH: regular_mails/370 -> similarity=318.00, yara_score=0.00, total=318.00
NO MATCH: regular_mails/371 -> similarity=181.00, yara_score=0.00, total=181.00
NO MATCH: regular_mails/372 -> similarity=285.00, yara_score=0.00, total=285.00
NO MATCH: regular_mails/373 -> similarity=199.00, yara_score=0.00, total=199.00
NO MATCH: regular_mails/374 -> similarity=265.00, yara_score=0.00, total=265.00
NO MATCH: regular_mails/375 -> similarity=242.00, yara_score=0.00, total=242.00
NO MATCH: regular_mails/376 -> similarity=233.00, yara_score=0.00, total=233.00
MATCH: regular_mails/377 -> similarity=686.00, yara_score=0.00, total=686.00
NO MATCH: regular_mails/378 -> similarity=187.00, yara_score=0.00, total=187.00
MATCH: regular_mails/379 -> similarity=2051.00, yara_score=0.00, total=2051.00
MATCH: regular_mails/380 -> similarity=1986.00, yara_score=0.00, total=1986.00
NO MATCH: regular_mails/381 -> similarity=256.00, yara_score=0.00, total=256.00
NO MATCH: regular_mails/382 -> similarity=427.00, yara_score=0.00, total=427.00
NO MATCH: regular_mails/383 -> similarity=242.00, yara_score=0.00, total=242.00
MATCH: regular_mails/384 -> similarity=632.00, yara_score=0.00, total=632.00
NO MATCH: regular_mails/385 -> similarity=171.00, yara_score=0.00, total=171.00
NO MATCH: regular_mails/386 -> similarity=136.00, yara_score=0.00, total=136.00
NO MATCH: regular_mails/387 -> similarity=269.00, yara_score=0.00, total=269.00
NO MATCH: regular_mails/388 -> similarity=204.00, yara_score=0.00, total=204.00
NO MATCH: regular_mails/389 -> similarity=180.00, yara_score=0.00, total=180.00
MATCH: regular_mails/390 -> similarity=1922.00, yara_score=0.00, total=1922.00
NO MATCH: regular_mails/391 -> similarity=364.00, yara_score=0.00, total=364.00
NO MATCH: regular_mails/392 -> similarity=331.00, yara_score=0.00, total=331.00
NO MATCH: regular_mails/393 -> similarity=311.00, yara_score=0.00, total=311.00
MATCH: regular_mails/394 -> similarity=784.00, yara_score=0.00, total=784.00
MATCH: regular_mails/395 -> similarity=2487.00, yara_score=0.00, total=2487.00
NO MATCH: regular_mails/396 -> similarity=236.00, yara_score=0.00, total=236.00
NO MATCH: regular_mails/397 -> similarity=264.00, yara_score=0.00, total=264.00
NO MATCH: regular_mails/398 -> similarity=211.00, yara_score=0.00, total=211.00
NO MATCH: regular_mails/399 -> similarity=230.00, yara_score=0.00, total=230.00
NO MATCH: regular_mails/400 -> similarity=231.00, yara_score=0.00, total=231.00
MATCH: regular_mails/401 -> similarity=2485.00, yara_score=0.00, total=2485.00
NO MATCH: regular_mails/402 -> similarity=430.00, yara_score=0.00, total=430.00
NO MATCH: regular_mails/403 -> similarity=209.00, yara_score=0.00, total=209.00
NO MATCH: regular_mails/404 -> similarity=316.00, yara_score=0.00, total=316.00
NO MATCH: regular_mails/405 -> similarity=376.00, yara_score=0.00, total=376.00
NO MATCH: regular_mails/406 -> similarity=183.00, yara_score=0.00, total=183.00
NO MATCH: regular_mails/407 -> similarity=225.00, yara_score=0.00, total=225.00
NO MATCH: regular_mails/408 -> similarity=361.00, yara_score=0.00, total=361.00
NO MATCH: regular_mails/409 -> similarity=319.00, yara_score=0.00, total=319.00
NO MATCH: regular_mails/410 -> similarity=264.00, yara_score=0.00, total=264.00
NO MATCH: regular_mails/411 -> similarity=511.00, yara_score=0.00, total=511.00
MATCH: regular_mails/412 -> similarity=2318.00, yara_score=0.00, total=2318.00
NO MATCH: regular_mails/413 -> similarity=92.00, yara_score=0.00, total=92.00
NO MATCH: regular_mails/414 -> similarity=231.00, yara_score=0.00, total=231.00
MATCH: regular_mails/415 -> similarity=1829.00, yara_score=0.00, total=1829.00
NO MATCH: regular_mails/416 -> similarity=173.00, yara_score=0.00, total=173.00
MATCH: regular_mails/417 -> similarity=1646.00, yara_score=0.00, total=1646.00
NO MATCH: regular_mails/418 -> similarity=197.00, yara_score=0.00, total=197.00
MATCH: regular_mails/419 -> similarity=1586.00, yara_score=0.00, total=1586.00
NO MATCH: regular_mails/420 -> similarity=219.00, yara_score=0.00, total=219.00
NO MATCH: regular_mails/421 -> similarity=322.00, yara_score=0.00, total=322.00
NO MATCH: regular_mails/422 -> similarity=347.00, yara_score=0.00, total=347.00
NO MATCH: regular_mails/423 -> similarity=381.00, yara_score=0.00, total=381.00
NO MATCH: regular_mails/424 -> similarity=501.00, yara_score=0.00, total=501.00
NO MATCH: regular_mails/425 -> similarity=345.00, yara_score=0.00, total=345.00
NO MATCH: regular_mails/426 -> similarity=189.00, yara_score=0.00, total=189.00
MATCH: regular_mails/427 -> similarity=2013.00, yara_score=0.00, total=2013.00
MATCH: regular_mails/428 -> similarity=1033.00, yara_score=0.00, total=1033.00
NO MATCH: regular_mails/429 -> similarity=195.00, yara_score=0.00, total=195.00
MATCH: regular_mails/430 -> similarity=704.00, yara_score=0.00, total=704.00
MATCH: regular_mails/431 -> similarity=1957.00, yara_score=0.00, total=1957.00
NO MATCH: regular_mails/432 -> similarity=252.00, yara_score=0.00, total=252.00
NO MATCH: regular_mails/433 -> similarity=453.00, yara_score=0.00, total=453.00
NO MATCH: regular_mails/434 -> similarity=344.00, yara_score=0.00, total=344.00
MATCH: regular_mails/435 -> similarity=2303.00, yara_score=0.00, total=2303.00
NO MATCH: regular_mails/436 -> similarity=305.00, yara_score=0.00, total=305.00
NO MATCH: regular_mails/437 -> similarity=316.00, yara_score=0.00, total=316.00
NO MATCH: regular_mails/438 -> similarity=317.00, yara_score=0.00, total=317.00
NO MATCH: regular_mails/439 -> similarity=352.00, yara_score=0.00, total=352.00
NO MATCH: regular_mails/440 -> similarity=270.00, yara_score=0.00, total=270.00
NO MATCH: regular_mails/441 -> similarity=211.00, yara_score=0.00, total=211.00
MATCH: regular_mails/442 -> similarity=889.00, yara_score=0.00, total=889.00
NO MATCH: regular_mails/443 -> similarity=225.00, yara_score=0.00, total=225.00
NO MATCH: regular_mails/444 -> similarity=281.00, yara_score=0.00, total=281.00
NO MATCH: regular_mails/445 -> similarity=346.00, yara_score=0.00, total=346.00
NO MATCH: regular_mails/446 -> similarity=385.00, yara_score=0.00, total=385.00
NO MATCH: regular_mails/447 -> similarity=261.00, yara_score=0.00, total=261.00
NO MATCH: regular_mails/448 -> similarity=417.00, yara_score=0.00, total=417.00
MATCH: regular_mails/449 -> similarity=1595.00, yara_score=0.00, total=1595.00
MATCH: regular_mails/450 -> similarity=1292.00, yara_score=0.00, total=1292.00
MATCH: regular_mails/451 -> similarity=852.00, yara_score=0.00, total=852.00
NO MATCH: regular_mails/452 -> similarity=232.00, yara_score=0.00, total=232.00
NO MATCH: regular_mails/453 -> similarity=287.00, yara_score=0.00, total=287.00
NO MATCH: regular_mails/454 -> similarity=271.00, yara_score=0.00, total=271.00
NO MATCH: regular_mails/455 -> similarity=227.00, yara_score=0.00, total=227.00
NO MATCH: regular_mails/456 -> similarity=237.00, yara_score=0.00, total=237.00
NO MATCH: regular_mails/457 -> similarity=225.00, yara_score=0.00, total=225.00
NO MATCH: regular_mails/458 -> similarity=354.00, yara_score=0.00, total=354.00
NO MATCH: regular_mails/459 -> similarity=418.00, yara_score=0.00, total=418.00
MATCH: regular_mails/460 -> similarity=1996.00, yara_score=0.00, total=1996.00
NO MATCH: regular_mails/461 -> similarity=201.00, yara_score=0.00, total=201.00
MATCH: regular_mails/462 -> similarity=996.00, yara_score=0.00, total=996.00
NO MATCH: regular_mails/463 -> similarity=462.00, yara_score=0.00, total=462.00
NO MATCH: regular_mails/464 -> similarity=256.00, yara_score=0.00, total=256.00
MATCH: regular_mails/465 -> similarity=1656.00, yara_score=0.00, total=1656.00
NO MATCH: regular_mails/466 -> similarity=316.00, yara_score=0.00, total=316.00
NO MATCH: regular_mails/467 -> similarity=131.00, yara_score=0.00, total=131.00
NO MATCH: regular_mails/468 -> similarity=313.00, yara_score=0.00, total=313.00
NO MATCH: regular_mails/469 -> similarity=497.00, yara_score=0.00, total=497.00
NO MATCH: regular_mails/470 -> similarity=258.00, yara_score=0.00, total=258.00
NO MATCH: regular_mails/471 -> similarity=313.00, yara_score=0.00, total=313.00
NO MATCH: regular_mails/472 -> similarity=360.00, yara_score=0.00, total=360.00
NO MATCH: regular_mails/473 -> similarity=207.00, yara_score=0.00, total=207.00
MATCH: regular_mails/474 -> similarity=1915.00, yara_score=0.00, total=1915.00
NO MATCH: regular_mails/475 -> similarity=410.00, yara_score=0.00, total=410.00
NO MATCH: regular_mails/476 -> similarity=181.00, yara_score=0.00, total=181.00
NO MATCH: regular_mails/477 -> similarity=301.00, yara_score=0.00, total=301.00
NO MATCH: regular_mails/478 -> similarity=167.00, yara_score=0.00, total=167.00
NO MATCH: regular_mails/479 -> similarity=255.00, yara_score=0.00, total=255.00
NO MATCH: regular_mails/480 -> similarity=200.00, yara_score=0.00, total=200.00
NO MATCH: regular_mails/481 -> similarity=234.00, yara_score=0.00, total=234.00
NO MATCH: regular_mails/482 -> similarity=368.00, yara_score=0.00, total=368.00
NO MATCH: regular_mails/483 -> similarity=255.00, yara_score=0.00, total=255.00
NO MATCH: regular_mails/484 -> similarity=159.00, yara_score=0.00, total=159.00
NO MATCH: regular_mails/485 -> similarity=314.00, yara_score=0.00, total=314.00
NO MATCH: regular_mails/486 -> similarity=196.00, yara_score=0.00, total=196.00
NO MATCH: regular_mails/487 -> similarity=215.00, yara_score=0.00, total=215.00
MATCH: regular_mails/488 -> similarity=710.00, yara_score=0.00, total=710.00
NO MATCH: regular_mails/489 -> similarity=385.00, yara_score=0.00, total=385.00
NO MATCH: regular_mails/490 -> similarity=187.00, yara_score=0.00, total=187.00
NO MATCH: regular_mails/491 -> similarity=515.00, yara_score=0.00, total=515.00
NO MATCH: regular_mails/492 -> similarity=222.00, yara_score=0.00, total=222.00
NO MATCH: regular_mails/493 -> similarity=168.00, yara_score=0.00, total=168.00
NO MATCH: regular_mails/494 -> similarity=217.00, yara_score=0.00, total=217.00
NO MATCH: regular_mails/495 -> similarity=317.00, yara_score=0.00, total=317.00
NO MATCH: regular_mails/496 -> similarity=301.00, yara_score=0.00, total=301.00
MATCH: regular_mails/497 -> similarity=665.00, yara_score=0.00, total=665.00
NO MATCH: regular_mails/498 -> similarity=244.00, yara_score=0.00, total=244.00
MATCH: regular_mails/499 -> similarity=2043.00, yara_score=0.00, total=2043.00
NO MATCH: regular_mails/500 -> similarity=493.00, yara_score=0.00, total=493.00
MATCH: regular_mails/501 -> similarity=650.00, yara_score=0.00, total=650.00
NO MATCH: regular_mails/502 -> similarity=270.00, yara_score=0.00, total=270.00
MATCH: regular_mails/503 -> similarity=686.00, yara_score=0.00, total=686.00
MATCH: regular_mails/504 -> similarity=3624.00, yara_score=0.00, total=3624.00
MATCH: regular_mails/505 -> similarity=1713.00, yara_score=0.00, total=1713.00
NO MATCH: regular_mails/506 -> similarity=271.00, yara_score=0.00, total=271.00
NO MATCH: regular_mails/507 -> similarity=147.00, yara_score=0.00, total=147.00
NO MATCH: regular_mails/508 -> similarity=173.00, yara_score=0.00, total=173.00
NO MATCH: regular_mails/509 -> similarity=194.00, yara_score=0.00, total=194.00
MATCH: regular_mails/510 -> similarity=1634.00, yara_score=0.00, total=1634.00
MATCH: regular_mails/511 -> similarity=1579.00, yara_score=0.00, total=1579.00
NO MATCH: regular_mails/512 -> similarity=87.00, yara_score=0.00, total=87.00
NO MATCH: regular_mails/513 -> similarity=473.00, yara_score=0.00, total=473.00
NO MATCH: regular_mails/514 -> similarity=404.00, yara_score=0.00, total=404.00
MATCH: regular_mails/515 -> similarity=1790.00, yara_score=0.00, total=1790.00
MATCH: regular_mails/516 -> similarity=2013.00, yara_score=0.00, total=2013.00
NO MATCH: regular_mails/517 -> similarity=394.00, yara_score=0.00, total=394.00
NO MATCH: regular_mails/518 -> similarity=379.00, yara_score=0.00, total=379.00
NO MATCH: regular_mails/519 -> similarity=244.00, yara_score=0.00, total=244.00
MATCH: regular_mails/520 -> similarity=1585.00, yara_score=0.00, total=1585.00
NO MATCH: regular_mails/521 -> similarity=356.00, yara_score=0.00, total=356.00
NO MATCH: regular_mails/522 -> similarity=339.00, yara_score=0.00, total=339.00
MATCH: regular_mails/523 -> similarity=746.00, yara_score=0.00, total=746.00
NO MATCH: regular_mails/524 -> similarity=263.00, yara_score=0.00, total=263.00
NO MATCH: regular_mails/525 -> similarity=426.00, yara_score=0.00, total=426.00
NO MATCH: regular_mails/526 -> similarity=230.00, yara_score=0.00, total=230.00
NO MATCH: regular_mails/527 -> similarity=180.00, yara_score=0.00, total=180.00
NO MATCH: regular_mails/528 -> similarity=426.00, yara_score=0.00, total=426.00
NO MATCH: regular_mails/529 -> similarity=179.00, yara_score=0.00, total=179.00
NO MATCH: regular_mails/530 -> similarity=231.00, yara_score=0.00, total=231.00
NO MATCH: regular_mails/531 -> similarity=157.00, yara_score=0.00, total=157.00
MATCH: regular_mails/532 -> similarity=1913.00, yara_score=0.00, total=1913.00
NO MATCH: regular_mails/533 -> similarity=388.00, yara_score=0.00, total=388.00
NO MATCH: regular_mails/534 -> similarity=202.00, yara_score=0.00, total=202.00
NO MATCH: regular_mails/535 -> similarity=282.00, yara_score=0.00, total=282.00
MATCH: regular_mails/536 -> similarity=1912.00, yara_score=0.00, total=1912.00
NO MATCH: regular_mails/537 -> similarity=235.00, yara_score=0.00, total=235.00
NO MATCH: regular_mails/538 -> similarity=319.00, yara_score=0.00, total=319.00
MATCH: regular_mails/539 -> similarity=1833.00, yara_score=0.00, total=1833.00
NO MATCH: regular_mails/540 -> similarity=251.00, yara_score=0.00, total=251.00
NO MATCH: regular_mails/541 -> similarity=223.00, yara_score=0.00, total=223.00
NO MATCH: regular_mails/542 -> similarity=293.00, yara_score=0.00, total=293.00
NO MATCH: regular_mails/543 -> similarity=214.00, yara_score=0.00, total=214.00
MATCH: regular_mails/544 -> similarity=1749.00, yara_score=0.00, total=1749.00
MATCH: regular_mails/545 -> similarity=1930.00, yara_score=0.00, total=1930.00
NO MATCH: regular_mails/546 -> similarity=315.00, yara_score=0.00, total=315.00
MATCH: regular_mails/547 -> similarity=2604.00, yara_score=0.00, total=2604.00
NO MATCH: regular_mails/548 -> similarity=306.00, yara_score=0.00, total=306.00
MATCH: regular_mails/549 -> similarity=742.00, yara_score=0.00, total=742.00
NO MATCH: regular_mails/550 -> similarity=305.00, yara_score=0.00, total=305.00
NO MATCH: regular_mails/551 -> similarity=559.00, yara_score=0.00, total=559.00
NO MATCH: regular_mails/552 -> similarity=174.00, yara_score=0.00, total=174.00
MATCH: regular_mails/553 -> similarity=2149.00, yara_score=0.00, total=2149.00
NO MATCH: regular_mails/554 -> similarity=486.00, yara_score=0.00, total=486.00
NO MATCH: regular_mails/555 -> similarity=88.00, yara_score=0.00, total=88.00
NO MATCH: regular_mails/556 -> similarity=429.00, yara_score=0.00, total=429.00
MATCH: regular_mails/557 -> similarity=2039.00, yara_score=0.00, total=2039.00
NO MATCH: regular_mails/558 -> similarity=162.00, yara_score=0.00, total=162.00
MATCH: regular_mails/559 -> similarity=1765.00, yara_score=0.00, total=1765.00
MATCH: regular_mails/560 -> similarity=1953.00, yara_score=0.00, total=1953.00
NO MATCH: regular_mails/561 -> similarity=241.00, yara_score=0.00, total=241.00
MATCH: regular_mails/562 -> similarity=1931.00, yara_score=0.00, total=1931.00
MATCH: regular_mails/563 -> similarity=1578.00, yara_score=0.00, total=1578.00
NO MATCH: regular_mails/564 -> similarity=257.00, yara_score=0.00, total=257.00
NO MATCH: regular_mails/565 -> similarity=204.00, yara_score=0.00, total=204.00
